biological_instance_id,environment_id,environment_key,dataset_id,condition,condition_field,perturbation_label,dose,timepoint,n_reference_groups,total_cells,source_reference_keys,aggregation_rule,ground_truth_path,split,split_seed,model_seeds
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~dag1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,DAG1,,,1,246,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~ddr1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,DDR1,,,1,210,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~ddx17,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,DDX17,,,1,222,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~ddx39a,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,DDX39A,,,1,157,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~dll3,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,DLL3,,,1,247,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~dnajc9,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,DNAJC9,,,1,17,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~dnmt1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,DNMT1,,,1,84,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~e2f1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,E2F1,,,1,167,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~eea1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,EEA1,,,1,183,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~eef1g,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,EEF1G,,,1,47,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~eif2s3,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,EIF2S3,,,1,15,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~eif3k,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,EIF3K,,,1,229,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~eif4a1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,EIF4A1,,,1,49,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~emp1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,EMP1,,,1,263,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~enpp1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,ENPP1,,,1,218,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~eva1a,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,EVA1A,,,1,216,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~farsa,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,FARSA,,,1,24,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~fbl,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,FBL,,,1,96,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~fbxo32,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,FBXO32,,,1,249,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~fgfr1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,FGFR1,,,1,319,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~fkbp4,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,FKBP4,,,1,192,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~fmn1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,FMN1,,,1,271,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~fos,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,FOS,,,1,217,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~foxm1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,FOXM1,,,1,78,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~frzb,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,FRZB,,,1,194,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~fstl3,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,FSTL3,,,1,278,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~fth1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,FTH1,,,1,37,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~gaa,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,GAA,,,1,229,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~gas5,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,GAS5,,,1,210,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~gpatch4,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,GPATCH4,,,1,156,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~gpi,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,GPI,,,1,48,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~gpnmb,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,GPNMB,,,1,209,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~grn,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,GRN,,,1,193,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~gsec,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,GSEC,,,1,92,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~gsn,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,GSN,,,1,276,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~haspin,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,HASPIN,,,1,128,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~hla-a,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,HLA-A,,,1,255,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~hla-b,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,HLA-B,,,1,145,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~hla-c,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,HLA-C,,,1,162,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~hla-drb5,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,HLA-DRB5,,,1,263,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~hla-e,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,HLA-E,,,1,205,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~hla-f,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,HLA-F,,,1,226,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~hla-h,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,HLA-H,,,1,221,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~hnrnpa1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,HNRNPA1,,,1,176,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~hnrnpc,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,HNRNPC,,,1,66,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~hspa1a,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,HSPA1A,,,1,200,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~idh2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,IDH2,,,1,254,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~idi2-as1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,IDI2-AS1,,,1,203,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~ifngr1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,IFNGR1,,,1,202,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~ifngr2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,IFNGR2,,,1,215,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~ilf2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,ILF2,,,1,52,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~irf3,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,IRF3,,,1,198,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~irf4,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,IRF4,,,1,173,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~isyna1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,ISYNA1,,,1,162,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~itga3,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,ITGA3,,,1,217,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,validation,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~jak1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,JAK1,,,1,210,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,test,20261007,"0,1,2"
bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~control__v~jak2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,Control,perturbation_2,JAK2,,,1,250,Control,weighted_mean_of_batch_matched_deltas,data/processed/FrangiehIzar2021_RNA_condition_ground_truth.parquet,train,20261007,"0,1,2"
