environment_id,environment_key,dataset_id,perturbation_label,n_reference_groups,left_reference_groups,right_reference_groups,split_half_cosine,gene_count,split_seed,reproducibility_unit,used_in_ptl_features,raw_cell_expression_split
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP2K3_ELMSAN1,8,4,4,0.9121186917641182,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP2K3_IKZF3,8,4,4,0.8812959507807476,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP2K3_MAP2K6,8,4,4,0.7850702110603174,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP2K3_SLC38A2,8,4,4,0.7496639559631164,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP2K6,8,4,4,0.7657091040319557,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP2K6_ELMSAN1,8,4,4,0.8128729423059442,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP2K6_IKZF3,8,4,4,0.8936683142553565,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP2K6_SPI1,8,4,4,0.7132350905541969,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP4K3,8,4,4,0.2848161406512506,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP4K5,8,4,4,0.34095834985599127,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP7D1,8,4,4,0.589965101956708,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAPK1,8,4,4,0.9195154069776471,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAPK1_IKZF3,8,4,4,0.8922017584537439,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAPK1_PRTG,8,4,4,0.8214800433230919,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAPK1_TGFBR2,8,4,4,0.8347127398266467,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MEIS1,8,4,4,0.6151598168430291,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MIDN,8,4,4,0.8005893225060832,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,NCL,8,4,4,0.2756580755023847,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,NIT1,8,4,4,0.8328124815217947,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,OSR2,8,4,4,0.900531287782489,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PLK4,8,4,4,0.245938412034335,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PLK4_STIL,4,2,2,0.2909097362073389,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,POU3F2,8,4,4,0.7094446701692223,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,POU3F2_CBFA2T3,8,4,4,0.8007397133877814,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,POU3F2_FOXL2,8,4,4,0.892419875880261,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PRDM1,8,4,4,0.8847102246345818,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PRDM1_CBFA2T3,5,2,3,0.7543485806947285,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PRTG,8,4,4,0.8944064200402134,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PTPN1,8,4,4,0.8962291909213266,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PTPN12,8,4,4,0.7456537359381864,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PTPN12_OSR2,8,4,4,0.5377358068254431,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PTPN12_PTPN9,8,4,4,0.8906240707534154,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PTPN12_SNAI1,8,4,4,0.755463883766653,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PTPN12_UBASH3A,8,4,4,0.8884528310418708,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PTPN12_ZBTB25,8,4,4,0.8875942239835246,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PTPN13,8,4,4,0.6267723547663642,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,PTPN9,8,4,4,0.7077401714647251,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,RHOXF2,8,4,4,0.8645166601193914,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,RHOXF2_SET,8,4,4,0.9200257273172878,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,RHOXF2_ZBTB25,8,4,4,0.8882464372301911,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,RREB1,8,4,4,0.6947504175394313,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,RUNX1T1,8,4,4,0.3966465538359071,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,S1PR2,8,4,4,0.8392201504253454,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SAMD1,8,4,4,0.8509237132852339,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SAMD1_PTPN12,8,4,4,0.9000512385924205,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SAMD1_TGFBR2,3,1,2,0.3583233260988467,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SAMD1_UBASH3B,8,4,4,0.8707466730063267,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SAMD1_ZBTB1,8,4,4,0.8420547829952432,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SET,8,4,4,0.9556216734529884,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SET_CEBPE,8,4,4,0.9203974162226136,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SET_KLF1,8,4,4,0.9234739667978533,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SGK1,8,4,4,0.8471359548073123,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SGK1_S1PR2,8,4,4,0.912936839629476,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SGK1_TBX2,8,4,4,0.8911306211505207,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SGK1_TBX3,8,4,4,0.8759347580216262,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SLC38A2,8,4,4,0.3370661796533617,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SLC4A1,8,4,4,0.9213124405939124,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SLC6A9,8,4,4,0.7600982063587135,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SNAI1,8,4,4,0.8090015495400587,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SNAI1_DLX2,7,3,4,0.7865458097289939,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SNAI1_UBASH3B,8,4,4,0.7800783923730058,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,SPI1,8,4,4,0.9596081132476162,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,STIL,8,4,4,0.5276381268128946,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TBX2,8,4,4,0.8764264414800581,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TBX3,8,4,4,0.8918851380549229,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TBX3_TBX2,8,4,4,0.9566923809674853,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TGFBR2,8,4,4,0.29176987253354014,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TGFBR2_C19orf26,8,4,4,0.7803342792131145,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TGFBR2_ETS2,8,4,4,0.5680640112894622,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TGFBR2_IGDCC3,8,4,4,0.7798927152638729,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TGFBR2_PRTG,8,4,4,0.8027943805982352,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TMSB4X,8,4,4,0.6856480394471238,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TMSB4X_BAK1,8,4,4,0.5449077273463878,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TP73,8,4,4,0.9328302420133111,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,TSC22D1,8,4,4,0.5409500047558952,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,UBASH3A,8,4,4,0.5696071169785638,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,UBASH3B,8,4,4,0.836989279352138,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,UBASH3B_CNN1,8,4,4,0.936422199886647,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,UBASH3B_OSR2,8,4,4,0.7331849621998386,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,UBASH3B_PTPN12,8,4,4,0.8724864902258862,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,UBASH3B_PTPN9,8,4,4,0.8987942321704542,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,UBASH3B_UBASH3A,8,4,4,0.8337318569688889,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,UBASH3B_ZBTB25,8,4,4,0.8442884371831078,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZBTB1,8,4,4,0.8890282207117922,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZBTB10,8,4,4,0.7905992182345785,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZBTB10_DLX2,6,3,3,0.7734190006145363,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZBTB10_ELMSAN1,8,4,4,0.8356985639240037,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZBTB10_PTPN12,8,4,4,0.8759540179073949,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZBTB10_SNAI1,6,3,3,0.775736853723826,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZBTB25,8,4,4,0.7816781136089503,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZC3HAV1,8,4,4,0.5993265969408196,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZC3HAV1_CEBPA,4,2,2,0.755285727506565,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZC3HAV1_CEBPE,8,4,4,0.6736972324695165,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZC3HAV1_HOXC13,8,4,4,0.8682442030428441,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZNF318,8,4,4,0.5992529983118908,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ZNF318_FOXL2,8,4,4,0.7399536538637403,33695,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,ABHD17A,2,1,1,-0.049736823713027664,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,ADAM10,9,4,5,0.4472641326494638,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,ANAPC15,26,13,13,0.03531011915168592,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,ATP6AP2,2,1,1,0.08885145075421932,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,BCAR1,52,26,26,0.051738414198687396,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,BCL2L1,15,7,8,0.09666814236563619,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,BTF3L4,2,1,1,0.030020151001929483,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,C14orf178,2,1,1,0.6494778047789935,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,C7orf26,11,5,6,0.6033858126609271,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,CCDC6,56,28,28,0.7696374799206736,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,CCDC78,24,12,12,0.4704510656942631,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,CCNK,7,3,4,0.08884211174243745,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,CENPT,4,2,2,0.017403526034582697,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,CLASRP,7,3,4,0.30077820148354983,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,CLOCK,44,22,22,0.9325639868459854,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,CSE1L,4,2,2,0.7869184390104357,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,CSH2,5,2,3,0.01802562501916833,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,DDX19A,10,5,5,0.24850110124314573,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,DDX19B,7,3,4,-0.0003292931634240199,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,DNAAF3,7,3,4,-0.04442443481971287,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,DNM1,4,2,2,-0.0720043855867506,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,DSTYK,2,1,1,0.18029526318440905,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,DYNLRB1,2,1,1,0.0022187776022822804,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,EIF3CL,5,2,3,0.8442275132001245,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,EIF4B,11,5,6,0.4766931213652017,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,EPS8L1,38,19,19,0.3571258354947722,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,ESPN,7,3,4,0.1482400119967956,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,FAM136A,27,13,14,0.1608663475153519,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,FBXO42,52,26,26,0.503076529517399,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,FBXW7,2,1,1,0.03823361544856059,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,GAB2,47,23,24,0.03516658343890115,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,GFM1,56,28,28,0.8091843410992827,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,GLRX5,2,1,1,0.04229667225033708,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,GTF2E2,3,1,2,0.6446838392343847,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,GTF3C4,55,27,28,0.8748446175121131,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,GYG1,3,1,2,0.09026738427502838,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,H2AFZ,2,1,1,0.12156092621877895,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,HIRA,2,1,1,0.2177675246978219,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,HSD17B10,50,25,25,0.8325997936594163,8750,20260907,independent_reference_groups,0,0
env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,HSD17B12,3,1,2,0.0188335592811409,8750,20260907,independent_reference_groups,0,0
