panel_id,gene_index,gene_symbol,source_gene_universe,source_sha256
ptl_context_v2_intersection,1405,DDIAS,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1406,DDIT3,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1407,DDIT4,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1408,DDOST,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1409,DDRGK1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1410,DDT,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1411,DDX1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1412,DDX10,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1413,DDX11,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1414,DDX17,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1415,DDX18,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1416,DDX19A,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1417,DDX19B,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1418,DDX20,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1419,DDX21,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1420,DDX23,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1421,DDX24,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1422,DDX27,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1423,DDX28,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1424,DDX31,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1425,DDX39A,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1426,DDX39B,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1427,DDX3X,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1428,DDX41,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1429,DDX42,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1430,DDX46,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1431,DDX49,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1432,DDX5,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1433,DDX50,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1434,DDX51,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1435,DDX52,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1436,DDX54,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1437,DDX55,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1438,DDX56,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1439,DDX59,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1440,DDX6,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1441,DEAF1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1442,DECR1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1443,DEDD,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1444,DEDD2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1445,DEF8,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1446,DEGS1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1447,DEK,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1448,DENND1A,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1449,DENND1B,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1450,DENND4A,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1451,DENND4B,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1452,DENND4C,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1453,DENND5A,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1454,DENND5B,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1455,DENND6A,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1456,DENR,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1457,DEPDC1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1458,DEPDC1B,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1459,DERA,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1460,DERL1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1461,DERL2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1462,DESI1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1463,DESI2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1464,DEXI,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1465,DFFA,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1466,DGAT1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1467,DGCR2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1468,DGCR6L,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1469,DGCR8,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1470,DGKD,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1471,DGKE,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1472,DGKH,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1473,DGKZ,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1474,DGUOK,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1475,DHCR24,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1476,DHCR7,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1477,DHDDS,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1478,DHFR,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1479,DHODH,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1480,DHPS,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1481,DHRS1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1482,DHRS3,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1483,DHRS4,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1484,DHRS4-AS1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1485,DHRS4L2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1486,DHRS7,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1487,DHRS7B,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1488,DHRSX,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1489,DHTKD1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1490,DHX15,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1491,DHX16,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1492,DHX29,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1493,DHX30,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1494,DHX32,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1495,DHX33,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1496,DHX36,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1497,DHX37,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1498,DHX38,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1499,DHX40,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1500,DHX57,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1501,DHX8,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1502,DHX9,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1503,DIAPH1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1504,DIAPH3,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1505,DICER1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1506,DIDO1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1507,DIMT1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1508,DIP2A,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1509,DIP2B,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1510,DIS3,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1511,DIS3L,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1512,DIS3L2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1513,DIXDC1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1514,DKC1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1515,DLAT,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1516,DLC1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1517,DLD,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1518,DLEU2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1519,DLG1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1520,DLGAP4,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1521,DLGAP5,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1522,DLST,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1523,DMAP1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1524,DMTF1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1525,DMWD,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1526,DMXL1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1527,DMXL2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1528,DNA2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1529,DNAAF2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1530,DNAAF5,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1531,DNAH14,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1532,DNAJA1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1533,DNAJA2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1534,DNAJA3,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1535,DNAJB1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1536,DNAJB11,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1537,DNAJB12,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1538,DNAJB14,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1539,DNAJB4,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1540,DNAJB6,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1541,DNAJB9,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1542,DNAJC1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1543,DNAJC10,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1544,DNAJC11,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1545,DNAJC13,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1546,DNAJC14,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1547,DNAJC16,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1548,DNAJC17,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1549,DNAJC19,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1550,DNAJC2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1551,DNAJC21,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1552,DNAJC24,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1553,DNAJC25,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1554,DNAJC3,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1555,DNAJC30,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1556,DNAJC4,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1557,DNAJC5,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1558,DNAJC7,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1559,DNAJC8,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1560,DNAJC9,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1561,DNM1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1562,DNM1L,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1563,DNM2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1564,DNMT1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1565,DNPEP,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1566,DNPH1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1567,DNTTIP1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1568,DNTTIP2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1569,DOCK7,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1570,DOHH,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1571,DOK1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1572,DOLK,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1573,DONSON,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1574,DOT1L,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1575,DPAGT1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1576,DPCD,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1577,DPF2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1578,DPH2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1579,DPH3,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1580,DPH5,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1581,DPH6,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1582,DPH7,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1583,DPM1,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1584,DPM2,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1585,DPM3,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1586,DPP3,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1587,DPP7,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1588,DPP8,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1589,DPP9,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
ptl_context_v2_intersection,1590,DPY19L4,context_benchmark_v2,0c5b9ab784e4b289ea6c9aa61d3a8656506d890ad4d266f535606533a67727d1
