prediction_id,biological_instance_id,environment_id,predictor,prediction_norm,prediction_sparsity,prediction_concentration,prediction_geometry_distance,support_cells,support_signatures,reference_key_overlap,perturbation_seen_fraction,component_seen_fraction,combination_novelty,perturbation_novelty,cell_context_code,perturbation_modality_code,readout_modality_code,condition_code,platform_code,batch_distance
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-meis1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-meis1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-midn__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-midn,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ncl__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ncl,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-nit1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-nit1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-osr2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-osr2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-plk4__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-plk4,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-plk4-stil__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-plk4-stil,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-pou3f2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-pou3f2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-pou3f2-cbfa2t3__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-pou3f2-cbfa2t3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-pou3f2-foxl2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-pou3f2-foxl2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-prdm1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-prdm1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-prtg__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-prtg,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12-osr2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12-osr2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12-ptpn9__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12-ptpn9,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12-snai1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12-snai1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12-ubash3a__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12-ubash3a,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12-zbtb25__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn12-zbtb25,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn13__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn13,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn9__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ptpn9,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-rhoxf2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-rhoxf2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-rhoxf2-set__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-rhoxf2-set,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-rhoxf2-zbtb25__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-rhoxf2-zbtb25,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-rreb1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-rreb1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-runx1t1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-runx1t1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-s1pr2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-s1pr2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-samd1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-samd1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-samd1-ptpn12__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-samd1-ptpn12,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-samd1-ubash3b__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-samd1-ubash3b,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-samd1-zbtb1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-samd1-zbtb1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-set__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-set,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-set-cebpe__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-set-cebpe,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-set-klf1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-set-klf1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-sgk1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-sgk1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-sgk1-s1pr2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-sgk1-s1pr2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-sgk1-tbx2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-sgk1-tbx2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-sgk1-tbx3__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-sgk1-tbx3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-slc38a2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-slc38a2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-slc4a1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-slc4a1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-slc6a9__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-slc6a9,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-snai1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-snai1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-snai1-dlx2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-snai1-dlx2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-snai1-ubash3b__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-snai1-ubash3b,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-spi1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-spi1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-stil__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-stil,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tbx2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tbx2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tbx3__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tbx3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tbx3-tbx2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tbx3-tbx2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tgfbr2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tgfbr2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tgfbr2-c19orf26__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tgfbr2-c19orf26,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tgfbr2-ets2__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tgfbr2-ets2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tgfbr2-igdcc3__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tgfbr2-igdcc3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tgfbr2-prtg__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tgfbr2-prtg,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tmsb4x__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tmsb4x,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tmsb4x-bak1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tmsb4x-bak1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tp73__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tp73,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tsc22d1__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-tsc22d1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ubash3a__mean-global__dataset-heldout-split__ensemble3,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-7-ubash3a,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,0.744910478591919,0.0,0.1202428862452507,0.8797571137547493,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
